lamp, 173 151 115 79 
lamp, 230 209 122 81 
bed, 184 37 208 89 
book, 236 197 228 216 
poster, 164 132 102 54 
dresser, 238 142 178 37 
dresser, 36 0 181 96 
painting, 166 132 103 54 
painting, 24 0 92 32 
painting, 256 228 110 51 
plant, 256 227 171 130 
plant, 131 64 91 12 
plant, 196 175 119 88 
books, 117 88 170 157 
pillow, 114 78 138 115 
pillow, 91 63 135 111 
pillow, 115 91 133 108 
pillow, 57 40 128 108 
pillow, 84 57 129 102 
pillow, 128 86 129 100 
ottoman, 255 162 256 207 
night stand dresser, 137 64 244 160 
bouquet, 22 15 99 67 
mirror, 217 173 114 56 
ceiling, 255 0 26 0 
carpet, 226 1 255 174 
